nm,P09,P06,P19,P21,F07,T01-1,T01-2
816,4.093421053,4.376424066,3.335638715,2.280329154,4.324689655,3.473279488,3.225771674
815,4.135135135,4.318181887,3.316069319,2.262111067,4.196035242,3.451941666,3.190127996
814,3.947368421,4.299541408,3.326074161,2.251324308,4.177980132,3.43161408,3.186712251
813,3.974025974,4.311924197,3.324657534,2.262622309,4.184832159,3.419341475,3.203366476
812,4.135135135,4.312572654,3.313660348,2.275356654,4.20956341,3.414047657,3.193926407
811,4,4.322424905,3.296097036,2.271935831,4.282605663,3.395223649,3.184080821
810,4.216216216,4.278231105,3.294209856,2.270794553,4.289422272,3.374739854,3.198058763
809,4.16,4.250221433,3.288975992,2.244194023,4.323764179,3.390603919,3.21066999
808,4.216216216,4.256267451,3.274757567,2.240376139,4.347249647,3.392035309,3.226423835
807,4,4.27002383,3.286417323,2.233464567,4.356617647,3.422720364,3.223732463
806,4.054054054,4.310523909,3.285249778,2.218740763,4.391576551,3.432538309,3.203117606
805,4,4.362054542,3.294106032,2.225491164,4.377272727,3.435388562,3.207622302
804,3.947368421,4.39800068,3.289959522,2.224306447,4.361699105,3.434136629,3.230564482
803,4.08,4.444109498,3.2726201,2.218685529,4.373140671,3.408765774,3.203225586
802,3.947368421,4.44054551,3.27390536,2.21892794,4.366328257,3.396216686,3.191391196
801,4.216216216,4.400583298,3.296930342,2.233175915,4.356418919,3.350149387,3.185043047
800,4.051948052,4.3430408,3.29448757,2.221479807,4.302410314,3.357514489,3.181800351
799,4.135135135,4.302810671,3.296878068,2.212448459,4.279714406,3.340488134,3.190986324
798,3.896103896,4.25647082,3.304689804,2.209812211,4.302570586,3.342287195,3.179632716
797,4.191780822,4.257559596,3.287234043,2.225177305,4.321383383,3.354009965,3.204611098
796,4.191780822,4.27488986,3.283074795,2.240292461,4.334085779,3.391540662,3.212295707
795,4.08,4.338776678,3.290686178,2.212774372,4.356013552,3.41162851,3.219322158
794,4.216216216,4.354042649,3.265176982,2.210994661,4.350803043,3.428389188,3.224179119
793,4.135135135,4.388913841,3.268128162,2.212280528,4.323169875,3.427990215,3.231087806
792,4.054054054,4.379628449,3.262135922,2.204081633,4.324423185,3.434803684,3.233914706
791,4.216216216,4.331109707,3.299433906,2.217896514,4.307236564,3.428376504,3.226252473
790,4.135135135,4.302799362,3.312580549,2.229999009,4.276613817,3.406983281,3.202377095
789,4,4.296206198,3.339223667,2.23250273,4.263403593,3.415186903,3.187387879
788,3.947368421,4.29112129,3.325738062,2.246284922,4.251835121,3.42206592,3.162649925
787,4.16,4.313636255,3.324685612,2.247549262,4.267665348,3.419002463,3.154025224
786,4.12987013,4.344158027,3.322087716,2.251041873,4.274957699,3.44549019,3.160844992
785,4.08,4.399564945,3.312252181,2.261895321,4.297800338,3.478965848,3.189114158
784,4.012,4.337884106,3.24672823,2.215648893,4.275870858,3.429287544,3.14233172
783,3.959210526,4.33500111,3.243092989,2.231496768,4.29713881,3.425426494,3.153051161
782,3.984415584,4.332024362,3.236147941,2.250363872,4.311312988,3.434763308,3.16483555
781,4.012,4.341897029,3.232209626,2.238902148,4.316847361,3.418617014,3.166449924
780,3.986486486,4.329776045,3.242882775,2.237789075,4.298931624,3.426464258,3.164383937
779,4.012,4.367888861,3.241725827,2.232336766,4.263662091,3.396448922,3.165928745
778,3.906756757,4.375612314,3.234701043,2.214275682,4.256613382,3.402353473,3.183638396
777,3.933333333,4.384856595,3.242358386,2.207083208,4.265986684,3.406914358,3.194592099
776,3.881578947,4.404738704,3.232560241,2.192951807,4.26547282,3.410782492,3.196296998
775,4.012,4.382386862,3.255539944,2.173715375,4.283607487,3.444464478,3.216857732
774,3.986486486,4.337477649,3.246151536,2.181423281,4.283378244,3.437264582,3.212577245
773,4.066216216,4.304889957,3.253750125,2.191950464,4.265241399,3.429789156,3.201791732
772,4.066216216,4.267246827,3.264433972,2.200150406,4.25360475,3.415181789,3.199158281
771,3.986486486,4.29909965,3.259419853,2.215386932,4.254148966,3.404047604,3.184715269
770,3.933333333,4.336213957,3.238983221,2.215834422,4.256919579,3.384834383,3.176059222
769,4.145945946,4.367101205,3.237399356,2.224969807,4.296288867,3.357937824,3.144122884
768,4.012,4.378258506,3.222619048,2.232142857,4.305062383,3.358848095,3.121966019
767,3.986486486,4.364953992,3.207813129,2.227053967,4.332785941,3.366698551,3.136944349
766,3.933333333,4.345242421,3.2179118,2.218143375,4.325197529,3.394670069,3.151297237
765,4.090666667,4.320754529,3.220663984,2.195583501,4.288768529,3.399958382,3.166172112
764,4.012,4.283151219,3.235100272,2.183291343,4.295179866,3.413265269,3.180546135
763,3.933333333,4.269110441,3.246491405,2.185803842,4.276414827,3.408327297,3.183764857
762,3.986486486,4.298308046,3.253892216,2.195209581,4.280833333,3.407725873,3.184223431
761,4.066216216,4.337796276,3.247068387,2.197886394,4.294097665,3.400481073,3.17384515
760,4.066216216,4.376084839,3.226946108,2.203592814,4.302536129,3.386236076,3.159662221
759,3.959210526,4.414448813,3.216230419,2.207953512,4.282919563,3.390426448,3.138347067
758,4.145945946,4.388336503,3.228223032,2.208469945,4.283814536,3.401838163,3.147002559
757,4.012,4.388460422,3.244521104,2.216091721,4.277520919,3.413782128,3.144565333
756,4.04109589,4.381784521,3.257617108,2.203788187,4.259250851,3.428048758,3.167011494
755,4.04109589,4.360766547,3.266693828,2.200030556,4.265908768,3.43531808,3.181161137
754,4.090666667,4.335201257,3.258864308,2.196034254,4.268601845,3.444633741,3.182784682
753,4.066216216,4.325193318,3.245330482,2.192595987,4.308941345,3.441213165,3.191648542
752,4.012,4.319805683,3.229094608,2.20034588,4.338659571,3.442579113,3.221145517
751,4.066216216,4.342690097,3.204274283,2.191360275,4.32226052,3.433585037,3.241702549
750,3.840540541,4.294774799,3.134026866,2.151641248,4.251444173,3.375336588,3.192764473
749,3.997297297,4.330707399,3.129917289,2.142384507,4.242461627,3.381818154,3.192329082
748,3.944,4.341651713,3.144719555,2.144739768,4.243963292,3.400377218,3.186105634
747,3.918918919,4.356399421,3.167124682,2.161791349,4.263603733,3.399757347,3.169368323
746,4.131506849,4.344775531,3.175936157,2.180192347,4.28568968,3.414860909,3.144432675
745,3.944,4.351467571,3.172125936,2.186524459,4.282320839,3.414721356,3.12325716
744,3.97260274,4.317054108,3.179338673,2.195995071,4.29378873,3.405299822,3.115336766
743,3.997297297,4.297217092,3.164825254,2.198257661,4.303333814,3.381117846,3.108118558
742,3.997297297,4.306944217,3.168012295,2.18272541,4.281052175,3.357119187,3.112142384
741,4.052054795,4.330709584,3.16013879,2.172854373,4.277688095,3.346822203,3.127386166
740,3.997297297,4.340592702,3.149230299,2.169456621,4.263091483,3.347184087,3.152095936
739,3.918918919,4.355568985,3.145632453,2.162511467,4.255655656,3.354112415,3.159540148
738,3.97260274,4.357763644,3.154853873,2.162701819,4.27827957,3.35893607,3.172689407
737,3.997297297,4.344701799,3.151297772,2.153218884,4.291666667,3.362089354,3.180163556
736,4.052054795,4.342868214,3.156826568,2.162812628,4.313378554,3.384440774,3.192264269
735,4.052054795,4.344488641,3.169476923,2.165928205,4.315536232,3.396189978,3.190177683
734,4.052054795,4.344088104,3.170817121,2.162379685,4.316983321,3.402009463,3.188687803
733,4.027777778,4.372705461,3.177066285,2.161354337,4.311847652,3.399905194,3.194446183
732,3.918918919,4.377226743,3.167678626,2.16099356,4.31875364,3.419570161,3.187378303
731,3.97260274,4.391494618,3.159860884,2.169660393,4.299506674,3.426043552,3.190920332
730,3.918918919,4.391390318,3.172797368,2.188938008,4.289364781,3.44138424,3.196885192
729,3.997297297,4.379946094,3.157286949,2.191416221,4.278002309,3.440451003,3.198322099
728,3.997297297,4.37452115,3.161458226,2.190498812,4.260968579,3.434829554,3.186032449
727,3.97260274,4.357317199,3.16461602,2.17978943,4.271084163,3.416175231,3.172784467
726,4.108333333,4.325611471,3.151237624,2.179187294,4.265075922,3.413914253,3.187020523
725,3.918918919,4.325385176,3.143010089,2.175149269,4.270596735,3.4158352,3.192553198
724,3.997297297,4.332302481,3.140127389,2.172467639,4.290940716,3.405024209,3.192538645
723,4.052054795,4.332756534,3.151279679,2.165834104,4.302438316,3.388989468,3.202064807
722,3.97260274,4.341399539,3.165648855,2.167072416,4.341757761,3.408936233,3.211996901
721,3.918918919,4.357277913,3.173008164,2.164286452,4.339008746,3.428094778,3.2061203
720,4.052054795,4.389026375,3.171236002,2.174097885,4.340737515,3.437146649,3.190688137
719,3.97260274,4.415845072,3.188099449,2.178092167,4.334223125,3.444733827,3.182592122
718,3.97260274,4.437773941,3.171197007,2.17017872,4.320760191,3.449736364,3.162127273
717,3.97260274,4.424075041,3.152931427,2.165837995,4.312195829,3.448092636,3.165048135
716,3.851351351,4.341177722,3.08808933,2.13219603,4.207965368,3.386875811,3.118361801
715,3.958333333,4.339643144,3.076647757,2.1271377,4.197108746,3.377901198,3.132999689
714,3.982191781,4.327224392,3.078493405,2.123402721,4.200561232,3.377755516,3.140588939
713,3.982191781,4.314880293,3.109893628,2.126830528,4.220334583,3.372472088,3.147924974
712,3.982191781,4.311375666,3.130811426,2.140302215,4.242379021,3.378361637,3.156169197
711,3.958333333,4.315772895,3.133937448,2.146944905,4.254287791,3.382832482,3.151628497
710,3.982191781,4.337294768,3.130961001,2.150987897,4.268762766,3.373724541,3.13683143
709,3.982191781,4.346913452,3.140020725,2.164818653,4.266472048,3.373820069,3.134624674
708,3.982191781,4.349403439,3.131686047,2.160579319,4.268115942,3.378750724,3.127391583
707,4.0375,4.35000257,3.106892269,2.143030115,4.260606061,3.380870028,3.124957577
706,3.904109589,4.352322726,3.084581225,2.130951152,4.24650416,3.38998083,3.128073773
705,3.904109589,4.341112197,3.089906929,2.129689762,4.237865774,3.389927305,3.131909106
704,3.904109589,4.337090385,3.088751162,2.134924078,4.230688753,3.393446722,3.131695211
703,3.982191781,4.329717452,3.101167476,2.141254262,4.250495482,3.401631656,3.140824604
702,3.928378378,4.327107963,3.114074457,2.152678387,4.25048119,3.40993816,3.148505474
701,3.958333333,4.34985361,3.124453198,2.167264435,4.249817438,3.41119576,3.151325169
700,3.958333333,4.345237609,3.123652012,2.167938615,4.243314804,3.412774587,3.154085281
699,3.904109589,4.352141667,3.130143392,2.171259352,4.243296253,3.418866973,3.155433782
698,3.928378378,4.376447207,3.130760429,2.172557994,4.242054434,3.409656841,3.144954342
697,3.982191781,4.376718899,3.114316906,2.170835933,4.259322283,3.401748431,3.130355064
696,3.982191781,4.382675978,3.108445736,2.161008508,4.266637324,3.380710395,3.123314683
695,3.982191781,4.369966176,3.109413596,2.171738454,4.278134624,3.367421829,3.110218213
694,3.982191781,4.35238383,3.103280731,2.171231312,4.288976724,3.356304202,3.113273865
693,3.904109589,4.347823646,3.099667463,2.175038969,4.298579587,3.346974384,3.118620814
692,3.904109589,4.333715121,3.1008,2.171033766,4.293788456,3.356186156,3.122816604
691,4.0375,4.345202108,3.097671518,2.166829522,4.290259645,3.356357045,3.128861671
690,3.904109589,4.359052875,3.104342393,2.164136207,4.278127286,3.368215367,3.132343801
689,4.0375,4.369853529,3.113245861,2.15523274,4.272080773,3.3834022,3.142519904
688,3.904109589,4.386418427,3.111789211,2.144771923,4.275,3.40328804,3.154783492
687,3.982191781,4.403574463,3.114169534,2.141883015,4.273748903,3.407067754,3.158733776
686,3.958333333,4.401603758,3.108821079,2.130524891,4.270197802,3.400657461,3.163444323
685,3.904109589,4.392031413,3.105639958,2.128751301,4.271860773,3.400311456,3.172654135
684,3.958333333,4.391125041,3.105480449,2.132165141,4.255765845,3.379011674,3.175043744
683,3.958333333,4.387260161,3.104242046,2.14238927,4.261988218,3.371949035,3.163411231
682,3.904109589,4.385513362,3.104305873,2.142674829,4.25503613,3.369958362,3.154551966
681,4.0375,4.399205192,3.109681766,2.147175288,4.265105629,3.368239102,3.138864614
680,3.958333333,4.407986959,3.110541045,2.142226368,4.275420975,3.371003261,3.134440991
679,3.966666667,4.342059735,3.062209302,2.103488372,4.20807334,3.319187615,3.081530621
678,3.835616438,4.325472374,3.063481512,2.103199003,4.209929078,3.328778475,3.07763598
677,3.888888889,4.328220245,3.058618182,2.103854545,4.218235642,3.328986562,3.072917544
676,3.966666667,4.323382909,3.053380487,2.110921573,4.224023669,3.323802163,3.064161215
675,3.888888889,4.313835995,3.050207814,2.115710723,4.223398905,3.318530736,3.066123863
674,3.966666667,4.315564884,3.042757761,2.114172983,4.205582632,3.311320776,3.061027258
673,3.912328767,4.319736378,3.042922374,2.121212121,4.210968219,3.309513942,3.053316433
672,3.888888889,4.314821324,3.050741932,2.117505448,4.201656805,3.309041526,3.045691369
671,3.888888889,4.309701912,3.049424453,2.112703516,4.203317536,3.31300081,3.047104043
670,3.888888889,4.309591149,3.059979275,2.107108808,4.204351043,3.306536047,3.051138971
669,3.888888889,4.300911628,3.070686975,2.109211481,4.202903704,3.306156492,3.059434796
668,3.966666667,4.297407913,3.074111675,2.117476432,4.205185953,3.309977301,3.069690043
667,3.888888889,4.301824869,3.072704715,2.119685691,4.200827912,3.312720866,3.068577009
666,3.888888889,4.316447761,3.068390032,2.121642023,4.21282885,3.321350979,3.072777921
665,3.912328767,4.340152097,3.059071643,2.122940143,4.229011249,3.325801089,3.081858169
664,3.888888889,4.347323507,3.059925404,2.124658102,4.234590916,3.336280174,3.093734605
663,3.966666667,4.356851915,3.068397549,2.126243639,4.246217617,3.338706659,3.104410041
662,3.888888889,4.362842177,3.081401168,2.13794829,4.252189349,3.354871516,3.119812997
661,3.966666667,4.358770744,3.099643979,2.14617801,4.274840811,3.379554215,3.148390327
660,3.912328767,4.377269931,3.113272287,2.153120724,4.275037015,3.391378555,3.168795524
659,3.912328767,4.384915831,3.114911542,2.153664701,4.292116183,3.406623291,3.183836204
658,3.966666667,4.395813881,3.120885609,2.150258303,4.303864949,3.419130357,3.19238557
657,3.835616438,4.395525659,3.115780573,2.143282951,4.313748705,3.434314789,3.206327595
656,3.888888889,4.399261005,3.118229001,2.134773859,4.328438469,3.446763392,3.215974247
655,3.966666667,4.405514193,3.114215946,2.132625544,4.341945019,3.458905773,3.231693464
654,3.966666667,4.404303058,3.109520767,2.132651757,4.355740136,3.462760452,3.242139442
653,3.966666667,4.384751587,3.100851064,2.125021277,4.338858414,3.465877599,3.242582608
652,3.888888889,4.369249679,3.107262451,2.129636344,4.331606218,3.474058804,3.247875098
651,3.943661972,4.368735508,3.103614458,2.126196823,4.331418419,3.47604739,3.238335236
650,4.022535211,4.356577027,3.107196929,2.120823115,4.333451747,3.47141938,3.227284032
649,3.943661972,4.384654571,3.105027102,2.111085131,4.343111111,3.460482757,3.220497517
648,3.888888889,4.409089633,3.109063893,2.110549777,4.362646145,3.461596958,3.211780323
647,3.943661972,4.413604176,3.116594118,2.116572885,4.387372165,3.458208922,3.218935751
646,3.966666667,4.432825299,3.127357988,2.133645955,4.383691623,3.463204968,3.231161773
645,3.966666667,4.431689968,3.119659212,2.136826411,4.385932631,3.474948731,3.243321333
644,4.022535211,4.4468291,3.110912572,2.132907892,4.384780024,3.47551967,3.245738135
643,3.895833333,4.353146764,3.047091413,2.091359472,4.296977367,3.416396355,3.185700957
642,3.819444444,4.341947099,3.05222685,2.089447827,4.283323416,3.419405254,3.180928405
641,3.950704225,4.34800021,3.053336893,2.090176188,4.275693312,3.412282799,3.179115606
640,3.950704225,4.366666773,3.060389055,2.082781103,4.280321046,3.411801637,3.174213837
639,3.819444444,4.374089071,3.059664852,2.075781834,4.2848742,3.40906326,3.166030965
638,3.895833333,4.381612603,3.062800384,2.076524618,4.293960131,3.412172975,3.170806305
637,3.950704225,4.378216974,3.067251149,2.078744788,4.296235679,3.417022563,3.17755235
636,3.895833333,4.365034855,3.070288225,2.087324547,4.310899345,3.419394964,3.194027432
635,3.950704225,4.383698171,3.07233244,2.092654155,4.313580799,3.415903981,3.20327585
634,3.895833333,4.405645389,3.070494264,2.09869197,4.322190718,3.42442247,3.20759318
633,3.950704225,4.40607059,3.06728501,2.106583744,4.334181002,3.424566008,3.208477565
632,3.895833333,4.404669553,3.072556391,2.115520945,4.339979014,3.435969677,3.208398961
631,3.819444444,4.393344829,3.072991526,2.113161,4.345404109,3.446558642,3.199501111
630,3.895833333,4.403594599,3.062934074,2.096217545,4.357711368,3.449779283,3.199929383
629,3.895833333,4.388302347,3.055164695,2.081920904,4.363807091,3.453636386,3.189877363
628,3.895833333,4.38622877,3.051843564,2.075394288,4.348760331,3.453215129,3.179114669
627,3.819444444,4.39835985,3.059136921,2.07575919,4.33610986,3.442708679,3.173526465
626,3.895833333,4.422488168,3.058290708,2.07129156,4.339669421,3.437878599,3.178601247
625,3.950704225,4.450021586,3.063715018,2.082033753,4.337620337,3.418917485,3.176377465
624,3.819444444,4.458135623,3.065226689,2.094846022,4.340973997,3.41361809,3.176142865
623,3.950704225,4.456435599,3.063194444,2.092467949,4.332757585,3.412826491,3.180279499
622,3.873239437,4.451591617,3.056600748,2.090058792,4.343234323,3.424347194,3.188814262
621,3.950704225,4.455509874,3.060854207,2.085313637,4.355887654,3.432709478,3.193281219
620,3.873239437,4.456331679,3.05973901,2.076104396,4.357959675,3.455759412,3.205342063
619,3.950704225,4.447405343,3.052291422,2.070505288,4.350240457,3.466937825,3.206935641
618,3.950704225,4.453560955,3.063395339,2.071466752,4.351893598,3.483116337,3.209890369
617,3.873239437,4.449371599,3.075053533,2.0751606,4.352375225,3.481914256,3.196470525
616,4.007142857,4.452699244,3.083780881,2.093071966,4.352138035,3.476711163,3.200233459
615,3.819444444,4.436260673,3.088020217,2.099096677,4.352417303,3.460301985,3.198872078
614,3.873239437,4.434276138,3.088311269,2.10859972,4.356158226,3.450406728,3.201620239
613,3.950704225,4.417320205,3.097599053,2.109280792,4.363861386,3.458915463,3.216191945
612,3.928571429,4.410760889,3.092825643,2.098956653,4.374230365,3.463996882,3.222892669
611,3.873239437,4.421922112,3.091495538,2.087409956,4.379966887,3.468660454,3.225907565
610,3.950704225,4.433252642,3.081321747,2.084701212,4.3893912,3.472170656,3.229406286
609,3.950704225,4.45387393,3.075692736,2.077725473,4.395522388,3.471413678,3.234481114
608,3.895833333,4.473296964,3.075952075,2.07809157,4.393540129,3.472764854,3.234008662
607,3.819444444,4.499395989,3.083583369,2.085780111,4.3860969,3.463480793,3.235279801
606,3.950704225,4.51257585,3.086963519,2.09554721,4.371900826,3.459885093,3.240050524
605,3.950704225,4.506156347,3.085913978,2.105376344,4.350660066,3.456662983,3.254260101
604,3.950704225,4.499567865,3.08040228,2.110788426,4.345801412,3.472029411,3.26508738
603,3.802816901,4.410381218,3.025231233,2.073929877,4.280458038,3.422426073,3.201700007
602,3.802816901,4.399571637,3.030303683,2.081262115,4.281608676,3.443450364,3.206483682
601,3.802816901,4.397130569,3.020820799,2.074022346,4.285843373,3.454166495,3.207503268
600,3.878873239,4.405157503,3.020987124,2.069034335,4.294103453,3.461461344,3.196713937
599,3.878873239,4.40509796,3.014720377,2.060145704,4.29933715,3.463664005,3.199375077
598,3.9,4.412780846,3.020711835,2.0510506,4.305185409,3.459042148,3.202050562
597,3.878873239,4.413227304,3.027658662,2.044103774,4.296712907,3.449241127,3.201642621
596,3.878873239,4.419596567,3.024509489,2.044322933,4.296511101,3.442882801,3.207384637
595,3.878873239,4.417427055,3.025622318,2.051072961,4.292600423,3.438561882,3.208791999
594,3.802816901,4.422021166,3.032240731,2.059022031,4.299409896,3.445500167,3.205265231
593,3.878873239,4.437382554,3.037064141,2.068876453,4.307424769,3.444773452,3.204403499
592,3.802816901,4.449904826,3.030825451,2.074914015,4.322284333,3.440776565,3.197276109
591,3.878873239,4.444842888,3.02799398,2.075360138,4.32897281,3.442663608,3.205112906
590,3.878873239,4.437788688,3.008240343,2.07193133,4.336982159,3.444015866,3.207185538
589,3.878873239,4.443051109,3.005791506,2.073938224,4.344846375,3.448991876,3.207534172
588,3.878873239,4.433726684,3.014520813,2.07124879,4.33877551,3.452833044,3.209231317
587,3.802816901,4.428941476,3.01692871,2.073120827,4.34646098,3.462702726,3.220014431
586,3.934285714,4.423285676,3.027890423,2.069844694,4.344808826,3.468577296,3.218686666
585,3.802816901,4.434880799,3.036079024,2.068357983,4.35660463,3.468725381,3.215591172
584,3.802816901,4.436825835,3.04165407,2.059835889,4.365592374,3.475196448,3.222451149
583,3.934285714,4.441012048,3.033903778,2.054568938,4.364081633,3.473488046,3.22636775
582,3.878873239,4.439472612,3.024742268,2.049935567,4.372012721,3.473173278,3.23371011
581,3.934285714,4.439715606,3.022076808,2.052950011,4.372754854,3.481863123,3.236592721
580,3.857142857,4.444836106,3.026456389,2.055487609,4.360844471,3.489120036,3.238730348
579,3.802816901,4.453204522,3.038805329,2.060678986,4.350159357,3.494399078,3.240606313
578,3.934285714,4.462225082,3.048077544,2.065783522,4.351273499,3.496999165,3.24067832
577,3.857142857,4.463361948,3.070622568,2.070817121,4.363777137,3.493165113,3.240941687
576,3.857142857,4.464715598,3.07455468,2.068357983,4.373147023,3.479647994,3.241052443
575,3.878873239,4.479694795,3.068512334,2.069718841,4.386626047,3.474982136,3.239228296
574,3.802816901,4.47750341,3.06216681,2.064466896,4.391923194,3.472308498,3.239568256
573,3.857142857,4.481614022,3.054744526,2.066444826,4.401403723,3.474647531,3.239485477
572,3.934285714,4.483026512,3.052753623,2.072463768,4.388065155,3.466941712,3.227168204
571,3.857142857,4.503157255,3.06305938,2.075537866,4.385494439,3.472570619,3.224892979
570,3.934285714,4.506517993,3.070496928,2.08037081,4.374714742,3.490209002,3.233006708
569,3.934285714,4.518515222,3.079387006,2.086337147,4.374123007,3.496423461,3.237156792
568,3.857142857,4.51648564,3.083963691,2.088459045,4.37295082,3.498889376,3.242900946
567,3.878873239,4.524351309,3.081547105,2.096758859,4.394528044,3.502727095,3.248304998
566,3.857142857,4.527388107,3.078640777,2.09184466,4.397624486,3.498895434,3.247723282
565,3.934285714,4.525312141,3.068181818,2.087526928,4.398413667,3.49206563,3.244820376
564,3.857142857,4.535230782,3.058006237,2.081256049,4.396919323,3.483197108,3.24176477
563,3.934285714,4.538184135,3.075986204,2.084802759,4.39316448,3.477048245,3.244041417
562,3.807042254,4.462408557,3.027022079,2.044081852,4.31368984,3.406553902,3.186373729
561,3.84057971,4.466330619,3.028326504,2.04193444,4.304934311,3.409912877,3.180525715
560,3.785714286,4.462284915,3.027183524,2.043648911,4.304683448,3.424607691,3.182407352
559,3.732394366,4.464431192,3.024,2.044,4.316095107,3.447324898,3.19463051
558,3.785714286,4.467442991,3.018785006,2.051723395,4.332392001,3.453816254,3.197404292
557,3.861428571,4.469517622,3.018039681,2.052221264,4.341291406,3.46300047,3.206389389
556,3.861428571,4.464713397,3.020473207,2.05392178,4.341885697,3.472253178,3.221704407
555,3.732394366,4.469364674,3.036189549,2.054516932,4.34940367,3.4602616,3.216113099
554,3.785714286,4.469969275,3.049149973,2.051131565,4.339902081,3.449202845,3.218050802
553,3.861428571,4.48616715,3.059480238,2.053427179,4.346243305,3.444415339,3.222614929
552,3.861428571,4.490112301,3.060910467,2.047102076,4.345059651,3.445852454,3.220374565
551,3.785714286,4.493114817,3.052209139,2.043394188,4.341075795,3.449198909,3.215711954
550,3.732394366,4.497653695,3.041227219,2.040439987,4.347491588,3.452312284,3.201217053
549,3.861428571,4.49974725,3.046312493,2.044228485,4.349112879,3.451881288,3.203014425
548,3.785714286,4.498785744,3.043196288,2.04862415,4.368194359,3.457361767,3.212939432
547,3.84057971,4.498251857,3.046740893,2.049302778,4.363750575,3.459204585,3.216038446
546,3.861428571,4.495384152,3.059172175,2.050742226,4.36055411,3.455035836,3.215347823
545,3.861428571,4.504341699,3.066695605,2.046380901,4.363990826,3.461877054,3.224737691
544,3.807042254,4.515962622,3.068965517,2.043678161,4.363942455,3.464702049,3.230584364
543,3.807042254,4.519534211,3.072746991,2.044474569,4.36103638,3.474273513,3.238048948
542,3.861428571,4.524193694,3.063829326,2.039874377,4.343718516,3.482468671,3.236829569
541,3.861428571,4.525450145,3.058595354,2.040399784,4.338348848,3.478536813,3.231449022
540,3.861428571,4.515991084,3.061586616,2.039913654,4.336069081,3.465446392,3.223413283
539,3.861428571,4.514304269,3.068270579,2.040176934,4.352091954,3.457560426,3.210061835
538,3.785714286,4.507482881,3.069023206,2.040485699,4.367095983,3.4549017,3.204737714
537,3.84057971,4.51589467,3.066162979,2.043917971,4.388706208,3.4680185,3.215472727
536,3.861428571,4.527300195,3.071434745,2.047623163,4.402248229,3.480661916,3.214222518
535,3.84057971,4.543993367,3.077419355,2.054481489,4.409998459,3.482415086,3.224273
534,3.861428571,4.544733657,3.075365299,2.05770105,4.409861325,3.485486179,3.235631208
533,3.861428571,4.537623285,3.075329872,2.057289639,4.399522489,3.492388175,3.23904223
532,3.785714286,4.530556083,3.082354849,2.060060547,4.383648669,3.492017356,3.241131152
531,3.917391304,4.542376548,3.079358393,2.060920285,4.3788988,3.489973142,3.236141537
530,3.861428571,4.545599528,3.080864131,2.059239306,4.374823131,3.476833073,3.22221294
529,3.917391304,4.549091151,3.091476047,2.063271472,4.38648815,3.478886902,3.221616398
528,3.861428571,4.563458076,3.095387773,2.067217542,4.386628712,3.491855116,3.2231243
527,3.785714286,4.576032706,3.097871191,2.072120164,4.400724973,3.506709867,3.237379662
526,3.861428571,4.577548633,3.10010798,2.071126228,4.405747837,3.510720484,3.249427319
525,3.917391304,4.566514273,3.107883369,2.069632829,4.410248879,3.505893949,3.245233118
524,3.785714286,4.542412882,3.115590875,2.070948211,4.407532027,3.503507437,3.233115912
523,3.861428571,4.53234546,3.103541734,2.064258719,4.418579827,3.50829893,3.236121918
522,3.84057971,4.536295481,3.098435139,2.059712929,4.414066615,3.493403624,3.237515135
521,3.861428571,4.554623506,3.0910953,2.055778353,4.411878581,3.492742059,3.243356613
520,3.84057971,4.582457649,3.086430265,2.053050226,4.401778259,3.492156487,3.240284614
519,3.84057971,4.604866386,3.088809832,2.051778784,4.402055959,3.498246966,3.242436854
518,3.785714286,4.631858731,3.093240471,2.055674333,4.400432432,3.503066629,3.261916138
517,3.861428571,4.639846564,3.103696498,2.059965413,4.411750155,3.503444152,3.277708423
516,3.788571429,4.549563179,3.047094405,2.02315835,4.340981576,3.430516741,3.220132208
515,3.768115942,4.540329816,3.04475162,2.028336933,4.354406071,3.429460299,3.211841441
514,3.788571429,4.539730927,3.043710895,2.033441208,4.368257905,3.436153265,3.216570541
513,3.843478261,4.534848312,3.051722276,2.039347803,4.382303632,3.45172376,3.222930603
512,3.788571429,4.54071603,3.049261615,2.040314757,4.382176681,3.455329873,3.227389077
511,3.788571429,4.549142222,3.060209255,2.038830763,4.371224806,3.45594477,3.218414187
510,3.843478261,4.552603763,3.063344121,2.036245955,4.359392436,3.459685348,3.202380149
509,3.788571429,4.546139987,3.061331032,2.032100097,4.355231747,3.468714535,3.189171727
508,3.788571429,4.544697539,3.061692722,2.035148248,4.364804469,3.456637675,3.189631107
507,3.843478261,4.538714267,3.052064245,2.033027919,4.380223881,3.449688577,3.196778112
506,3.843478261,4.541504784,3.046362755,2.030348098,4.384821151,3.44734467,3.193764239
505,3.843478261,4.542787819,3.049590341,2.028201811,4.382903326,3.446471779,3.191579075
504,3.843478261,4.555829534,3.048237197,2.03122372,4.381713575,3.448397866,3.199199185
503,3.714285714,4.550562687,3.055595046,2.031836295,4.37945845,3.443040799,3.199485294
502,3.843478261,4.556556432,3.061457324,2.035561296,4.3762216,3.446419391,3.201049671
501,3.843478261,4.562262853,3.075196554,2.037996769,4.365022561,3.44278438,3.191584028
500,3.768115942,4.563397093,3.074709677,2.033032258,4.36233463,3.439459751,3.187048918
499,3.768115942,4.559397188,3.067481505,2.032164683,4.371860864,3.452099665,3.195271004
